ROWID,Calendar Day,Type of power generation,Monitored capacity,Capacity under long outage,New capacity under stabilization or completion of balance works,Capacity of power generation from prime movers (pm),Capacity of power generation from fuel oil (fo),Capacity of power generation from other sources,Total capacity of power generation from all sources,Capacity outage as percent of monitered,Operational capacity of power generation,Gross sum of maximum power generated,Net sum of maximum power generated,Maximum power output as percentage of capacity on line,Percentage of monitered maximum power output
10556,2022-05-28,Thermal_Coal Lignite,210699.5,8113.0,7237.0,5664.0,34910.0,8674.0,49248.0,23.37,161451.5,162611.25,147976.24,91.65,70.23
7338,2022-05-28,Hydro,46722.52,2844.05,,2174.35,2341.0,4953.5,9468.85,20.27,37253.67,32455.59,32131.04,86.25,68.77
3314,2022-05-28,Nuclear,6780.0,640.0,,1540.0,320.0,220.0,2080.0,30.68,4700.0,4552.88,4029.3,85.73,59.43
4108,2022-05-28,Thermal_Gas Liquid,24869.21,9718.69,,141.51,6939.22,12457.84,19538.56,78.57,5330.64,3277.86,3212.3,60.26,12.92
1301,2022-05-28,Thermal_Diesel,509.71,,,,,,,,509.71,46.05,45.13,8.85,8.85
10549,2022-05-29,Thermal_Coal Lignite,210699.5,8113.0,7237.0,5529.0,34925.0,9174.0,49628.0,23.55,161071.5,159372.98,145029.41,90.04,68.83
7322,2022-05-29,Hydro,46722.52,2844.05,,1994.35,2341.0,5166.9,9502.25,20.34,37220.27,31963.24,31643.61,85.02,67.73
1302,2022-05-29,Thermal_Diesel,509.71,,,,,,,,509.71,46.05,45.13,8.85,8.85
3315,2022-05-29,Nuclear,6780.0,640.0,,1540.0,320.0,220.0,2080.0,30.68,4700.0,4506.29,3988.07,84.85,58.82
3182,2022-05-29,Thermal_Gas Liquid,24869.21,9718.69,,141.51,7401.91,12671.34,20214.75,81.28,4654.45,3055.95,2994.83,64.34,12.04
4558,2022-05-30,Nuclear,6780.0,640.0,,540.0,320.0,220.0,1080.0,15.93,5700.0,5072.93,4489.54,78.76,66.22
10645,2022-05-30,Thermal_Coal Lignite,210699.5,8113.0,7237.0,4909.0,30135.0,10224.0,45268.0,21.48,165431.5,166296.93,151330.21,91.48,71.82
3765,2022-05-30,Thermal_Gas Liquid,24869.21,9718.69,,52.8,6964.93,12828.84,19846.56,79.8,5022.64,3245.51,3180.6,63.33,12.79
1303,2022-05-30,Thermal_Diesel,509.71,,,,,,,,509.71,46.05,45.13,8.85,8.85
7419,2022-05-30,Hydro,46722.52,2694.05,,2132.35,2374.0,4798.17,9304.52,19.91,37418.0,32596.03,32270.07,86.24,69.07
7494,2022-05-31,Hydro,46722.52,2795.55,,1821.35,2384.0,4915.0,9120.35,19.52,37602.17,32910.35,32581.25,86.65,69.73
10686,2022-05-31,Thermal_Coal Lignite,210699.5,8113.0,7237.0,5619.0,27210.0,8764.0,41593.0,19.74,169106.5,166747.35,151740.08,89.73,72.02
1304,2022-05-31,Thermal_Diesel,509.71,,,,,,,,509.71,46.05,45.13,8.85,8.85
4559,2022-05-31,Nuclear,6780.0,640.0,,540.0,320.0,220.0,1080.0,15.93,5700.0,5335.88,4722.25,82.85,69.65
3705,2022-05-31,Thermal_Gas Liquid,24869.21,9612.69,,52.8,6851.42,12973.14,19877.35,79.93,4991.85,4010.09,3929.89,78.73,15.8
3536,2022-06-01,Thermal_Gas Liquid,24869.21,9612.69,,52.8,6994.93,12934.16,19981.89,80.35,4887.32,3348.1,3281.14,67.14,13.19
7637,2022-06-01,Hydro,46722.52,3045.55,,1831.35,2334.0,4610.0,8775.35,18.78,37947.17,32191.12,31869.21,83.98,68.21
10684,2022-06-01,Thermal_Coal Lignite,210699.5,8113.0,7237.0,5989.0,27005.0,8684.0,41678.0,19.78,169021.5,165016.69,150165.19,88.84,71.27
4560,2022-06-01,Nuclear,6780.0,640.0,,540.0,320.0,220.0,1080.0,15.93,5700.0,5405.36,4783.74,83.93,70.56
1305,2022-06-01,Thermal_Diesel,509.71,,,,,,,,509.71,46.05,45.13,8.85,8.85
4561,2022-06-02,Nuclear,6780.0,640.0,,540.0,320.0,220.0,1080.0,15.93,5700.0,5559.93,4920.54,86.33,72.57
10676,2022-06-02,Thermal_Coal Lignite,210699.5,8113.0,7237.0,6649.0,27535.0,8264.0,42448.0,20.15,168251.5,166460.88,151479.4,90.03,71.89
1306,2022-06-02,Thermal_Diesel,509.71,,,,,,,,509.71,46.05,45.13,8.85,8.85
7501,2022-06-02,Hydro,46722.52,2795.55,,1824.85,2499.0,4784.0,9107.85,19.49,37614.67,31202.68,30890.65,82.12,66.12
3874,2022-06-02,Thermal_Gas Liquid,24869.21,9612.69,,52.8,6698.33,12989.9,19741.03,79.38,5128.18,3885.18,3807.47,74.25,15.31
1307,2022-06-03,Thermal_Diesel,509.71,,,,,,,,509.71,46.05,45.13,8.85,8.85
4562,2022-06-03,Nuclear,6780.0,640.0,,540.0,320.0,220.0,1080.0,15.93,5700.0,5526.5,4890.95,85.81,72.14
7370,2022-06-03,Hydro,46722.52,3045.55,,1819.85,2188.2,5386.5,9394.55,20.11,37327.97,33169.83,32838.13,87.97,70.28
10663,2022-06-03,Thermal_Coal Lignite,210699.5,8113.0,7237.0,6939.0,28495.0,8264.0,43698.0,20.74,167001.5,166693.89,151691.44,90.83,71.99
4104,2022-06-03,Thermal_Gas Liquid,24869.21,9458.18,,52.8,6805.4,12686.64,19544.84,78.59,5324.37,5002.67,4902.62,92.08,19.71
1308,2022-06-04,Thermal_Diesel,509.71,,,,,,,,509.71,46.05,45.13,8.85,8.85
4405,2022-06-04,Nuclear,6780.0,640.0,,540.0,320.0,420.0,1280.0,18.88,5500.0,5543.74,4906.21,89.2,72.36
7576,2022-06-04,Hydro,46722.52,2795.55,,1819.85,2233.2,4886.17,8939.22,19.13,37783.3,32542.79,32217.36,85.27,68.95
4013,2022-06-04,Thermal_Gas Liquid,24869.21,9612.69,,52.8,6752.44,12807.07,19612.3,78.86,5256.9,4189.2,4105.42,78.1,16.51
10668,2022-06-04,Thermal_Coal Lignite,210699.5,8113.0,7237.0,6939.0,27845.0,8314.0,43098.0,20.45,167601.5,165515.51,150619.12,89.87,71.49
3812,2022-06-05,Nuclear,6780.0,640.0,,540.0,760.0,420.0,1720.0,25.37,5060.0,5370.04,4752.49,93.92,70.1
7553,2022-06-05,Hydro,46722.52,3045.55,,1731.85,2383.2,4896.3,9011.35,19.29,37711.17,31932.75,31613.42,83.83,67.66
1309,2022-06-05,Thermal_Diesel,509.71,,,,,,,,509.71,46.05,45.13,8.85,8.85
4101,2022-06-05,Thermal_Gas Liquid,24869.21,9612.69,,82.8,6710.44,12761.64,19554.87,78.63,5314.33,3271.03,3205.61,60.32,12.89
10653,2022-06-05,Thermal_Coal Lignite,210699.5,8113.0,7237.0,6939.0,29520.0,8314.0,44773.0,21.25,165926.5,165830.47,150905.73,90.95,71.62
4114,2022-06-06,Thermal_Gas Liquid,24869.21,9612.69,,82.8,6854.74,12567.3,19504.84,78.43,5364.37,4731.79,4637.16,86.44,18.65
3811,2022-06-06,Nuclear,6780.0,640.0,,760.0,760.0,200.0,1720.0,25.37,5060.0,4889.21,4326.95,85.51,63.82
1310,2022-06-06,Thermal_Diesel,509.71,,,,,,,,509.71,46.05,45.13,8.85,8.85
10696,2022-06-06,Thermal_Coal Lignite,210699.5,8113.0,7237.0,6729.0,27060.0,7264.0,41053.0,19.48,169646.5,167740.12,152643.5,89.98,72.45
7659,2022-06-06,Hydro,46722.52,3045.55,,1631.35,2652.2,4419.5,8703.05,18.63,38019.47,32329.61,32006.31,84.18,68.5
1311,2022-06-07,Thermal_Diesel,509.71,,,,,,,,509.71,46.05,45.13,8.85,8.85
5015,2022-06-07,Thermal_Gas Liquid,24869.21,9718.69,,82.8,6345.16,12095.85,18523.82,74.48,6345.39,5088.54,4986.77,78.59,20.05
7560,2022-06-07,Hydro,46722.52,3126.55,,1781.35,2583.2,4633.0,8997.55,19.26,37724.97,32496.77,32171.8,85.28,68.86
10669,2022-06-07,Thermal_Coal,204079.5,7863.0,6237.0,6564.0,22910.0,6874.0,36348.0,17.81,167731.5,163298.1,148601.27,88.59,72.82
2817,2022-06-07,Thermal_Lignite,6620.0,250.0,1000.0,375.0,1940.0,0.0,2315.0,34.97,4305.0,4099.9,3730.91,86.66,56.36
3462,2022-06-07,Nuclear,6780.0,640.0,,760.0,760.0,420.0,1940.0,28.61,4840.0,4931.31,4364.21,90.17,64.37
7796,2022-06-08,Hydro,46722.52,2426.55,,1461.55,1836.2,5106.5,8404.25,17.99,38318.27,32424.16,32099.92,83.77,68.7
1312,2022-06-08,Thermal_Diesel,509.71,,,,,,,,509.71,46.05,45.13,8.85,8.85
5178,2022-06-08,Thermal_Gas Liquid,24869.21,9668.2,,82.8,5652.77,11866.31,17601.88,70.78,7267.33,5271.08,5165.66,71.08,20.77
10656,2022-06-08,Thermal_Coal,204079.5,7863.0,6237.0,6564.0,24292.5,6664.0,37520.5,18.39,166559.0,163638.64,148911.16,89.4,72.97
3202,2022-06-08,Thermal_Lignite,6620.0,250.0,1000.0,250.0,1680.0,0.0,1930.0,29.15,4690.0,4496.77,4092.06,87.25,61.81
4060,2022-06-08,Nuclear,6780.0,640.0,,760.0,320.0,420.0,1500.0,22.12,5280.0,5216.07,4616.22,87.43,68.09
10643,2022-06-09,Thermal_Coal,204079.5,7863.0,6237.0,6924.0,25352.5,6664.0,38940.5,19.08,165139.0,162964.21,148297.43,89.8,72.67
1313,2022-06-09,Thermal_Diesel,509.71,,,,,,,,509.71,46.05,45.13,8.85,8.85
3208,2022-06-09,Thermal_Lignite,6620.0,250.0,0.0,325.0,1595.0,0.0,1920.0,29.0,4700.0,4749.2,4321.77,91.95,65.28
7892,2022-06-09,Hydro,46722.52,2426.55,,1820.75,1824.2,4459.5,8104.45,17.35,38618.07,32953.71,32624.17,84.48,69.83
4061,2022-06-09,Nuclear,6780.0,640.0,,760.0,320.0,420.0,1500.0,22.12,5280.0,5235.4,4633.33,87.75,68.34
5198,2022-06-09,Thermal_Gas Liquid,24869.21,9821.4,,52.8,5564.06,11866.31,17483.17,70.3,7386.04,5221.54,5117.11,69.28,20.58
3841,2022-06-10,Thermal_Lignite,6620.0,250.0,0.0,325.0,1210.0,0.0,1535.0,23.19,5085.0,4748.18,4320.85,84.97,65.27
5252,2022-06-10,Thermal_Gas Liquid,24869.21,9668.2,,82.8,5263.76,11912.56,17259.12,69.4,7610.09,5613.52,5501.25,72.29,22.12
7684,2022-06-10,Hydro,46722.52,1511.3,,1904.25,1637.2,5108.67,8650.12,18.51,38072.4,31840.6,31522.19,82.8,67.47
1314,2022-06-10,Thermal_Diesel,509.71,,,,,,,,509.71,46.05,45.13,8.85,8.85
10629,2022-06-10,Thermal_Coal,204079.5,7863.0,5577.0,6924.0,25548.5,7189.0,39661.5,19.43,164418.0,161660.16,147110.74,89.47,72.09
4062,2022-06-10,Nuclear,6780.0,640.0,,760.0,320.0,420.0,1500.0,22.12,5280.0,5242.9,4639.97,87.88,68.44
5120,2022-06-11,Thermal_Gas Liquid,24869.21,9407.69,,82.8,5677.01,12099.1,17858.91,71.81,7010.3,5411.73,5303.5,75.65,21.33
4063,2022-06-11,Nuclear,6780.0,640.0,,760.0,320.0,420.0,1500.0,22.12,5280.0,5249.92,4646.18,88.0,68.53
7975,2022-06-11,Hydro,46722.52,1911.3,,1752.45,1644.7,4498.07,7895.22,16.9,38827.3,31755.22,31437.67,80.97,67.29
10640,2022-06-11,Thermal_Coal,204079.5,7863.0,5577.0,6924.0,25485.0,6664.0,39073.0,19.15,165006.5,162517.9,147891.29,89.63,72.47
3842,2022-06-11,Thermal_Lignite,6620.0,250.0,0.0,325.0,1210.0,0.0,1535.0,23.19,5085.0,4978.61,4530.54,89.1,68.44
1315,2022-06-11,Thermal_Diesel,509.71,,,,,,,,509.71,46.05,45.13,8.85,8.85
1316,2022-06-12,Thermal_Diesel,509.71,,,,,,,,509.71,46.05,45.13,8.85,8.85
8025,2022-06-12,Hydro,46722.52,1911.3,,1677.45,1704.7,4379.0,7761.15,16.61,38961.37,31962.21,31642.59,81.22,67.72
10647,2022-06-12,Thermal_Coal,204079.5,7263.0,5577.0,6324.0,25365.0,6664.0,38353.0,18.79,165726.5,161801.17,147239.06,88.84,72.15
4064,2022-06-12,Nuclear,6780.0,640.0,,760.0,320.0,420.0,1500.0,22.12,5280.0,5376.4,4758.11,90.12,70.18
4070,2022-06-12,Thermal_Lignite,6620.0,250.0,0.0,325.0,1000.0,0.0,1325.0,20.02,5295.0,5177.0,4711.07,88.97,71.16
4834,2022-06-12,Thermal_Gas Liquid,24869.21,9407.69,,82.8,6682.44,12099.1,18864.33,75.85,6004.87,3858.12,3780.96,62.96,15.2
1317,2022-06-13,Thermal_Diesel,509.71,,,,,,,,509.71,46.05,45.13,8.85,8.85
8275,2022-06-13,Hydro,46722.52,1351.3,,1820.45,1490.7,3783.0,7094.15,15.18,39628.37,32920.19,32590.99,82.24,69.75
5017,2022-06-13,Thermal_Gas Liquid,24869.21,9407.69,,52.8,6476.14,11954.8,18483.74,74.32,6385.47,5025.23,4924.73,77.12,19.8
10615,2022-06-13,Thermal_Coal,204079.5,7263.0,5577.0,6824.0,26845.0,6664.0,40333.0,19.76,163746.5,163790.31,149049.18,91.02,73.03
4419,2022-06-13,Thermal_Lignite,6620.0,250.0,0.0,325.0,750.0,0.0,1075.0,16.24,5545.0,5177.77,4711.77,84.97,71.17
4065,2022-06-13,Nuclear,6780.0,640.0,,540.0,540.0,420.0,1500.0,22.12,5280.0,5373.46,4755.51,90.07,70.14
10639,2022-06-14,Thermal_Coal,204079.5,7263.0,5577.0,6824.0,25625.0,6664.0,39113.0,19.17,164966.5,163687.67,148955.78,90.29,72.99
5196,2022-06-14,Thermal_Gas Liquid,24869.21,9821.4,,52.8,5798.93,11637.2,17488.93,70.32,7380.28,5711.67,5597.44,75.84,22.51
4406,2022-06-14,Nuclear,6780.0,640.0,,540.0,320.0,420.0,1280.0,18.88,5500.0,5407.57,4785.7,87.01,70.59
3816,2022-06-14,Thermal_Lignite,6620.0,250.0,0.0,535.0,1020.0,0.0,1555.0,23.49,5065.0,5143.64,4680.71,92.41,70.71
8177,2022-06-14,Hydro,46722.52,1601.3,,2044.95,1576.5,3717.5,7338.95,15.71,39383.57,33135.06,32803.71,83.29,70.21
1318,2022-06-14,Thermal_Diesel,509.71,,,,,,,,509.71,46.05,45.13,8.85,8.85
4248,2022-06-15,Thermal_Lignite,6620.0,250.0,0.0,535.0,655.0,0.0,1190.0,17.98,5430.0,4884.58,4444.96,81.86,67.14
8321,2022-06-15,Hydro,46722.52,1701.3,,2036.95,1327.7,3584.5,6949.15,14.87,39773.37,34523.51,34178.27,85.93,73.15
10638,2022-06-15,Thermal_Coal,204079.5,6963.0,5577.0,7304.0,25145.0,6664.0,39113.0,19.17,164966.5,163888.54,149138.57,90.41,73.08
5359,2022-06-15,Thermal_Gas Liquid,24869.21,9715.4,,82.8,5401.41,11399.66,16883.87,67.89,7985.34,5718.68,5604.31,70.18,22.54
1319,2022-06-15,Thermal_Diesel,509.71,,,,,,,,509.71,46.05,45.13,8.85,8.85
4407,2022-06-15,Nuclear,6780.0,640.0,,540.0,320.0,420.0,1280.0,18.88,5500.0,5423.6,4799.89,87.27,70.79
1320,2022-06-16,Thermal_Diesel,509.71,,,,,,,,509.71,46.05,45.13,8.85,8.85
7876,2022-06-16,Hydro,46722.52,1701.3,,2036.95,1197.3,4915.2,8149.45,17.44,38573.07,32294.02,31971.08,82.88,68.43
3959,2022-06-16,Thermal_Lignite,6620.0,250.0,0.0,535.0,905.0,0.0,1440.0,21.75,5180.0,5060.29,4604.86,88.9,69.56
5101,2022-06-16,Thermal_Gas Liquid,24869.21,9562.2,,82.8,6257.74,11624.15,17964.68,72.24,6904.52,4968.67,4869.29,70.52,19.58
10613,2022-06-16,Thermal_Coal,204079.5,6963.0,5577.0,7514.0,25985.0,6914.0,40413.0,19.8,163666.5,161209.63,146700.76,89.63,71.88
4408,2022-06-16,Nuclear,6780.0,640.0,,540.0,320.0,420.0,1280.0,18.88,5500.0,5430.16,4805.69,87.38,70.88
10617,2022-06-17,Thermal_Coal,204079.5,6963.0,5577.0,7304.0,25535.0,7414.0,40253.0,19.72,163826.5,161114.17,146613.89,89.49,71.84
5081,2022-06-17,Thermal_Gas Liquid,24869.21,9562.2,,82.8,6563.73,11648.56,18295.08,73.57,6574.12,4311.87,4225.63,64.28,16.99
3655,2022-06-17,Thermal_Lignite,6620.0,250.0,0.0,785.0,905.0,0.0,1690.0,25.53,4930.0,4569.82,4158.54,84.35,62.82
7588,2022-06-17,Hydro,46722.52,1701.3,,2379.25,1415.5,5103.84,8898.59,19.05,37823.93,32029.84,31709.54,83.83,67.87
1321,2022-06-17,Thermal_Diesel,509.71,,,,,,,,509.71,46.05,45.13,8.85,8.85
4409,2022-06-17,Nuclear,6780.0,640.0,,540.0,320.0,420.0,1280.0,18.88,5500.0,5428.51,4804.23,87.35,70.86
3656,2022-06-18,Thermal_Lignite,6620.0,250.0,0.0,785.0,905.0,0.0,1690.0,25.53,4930.0,4939.34,4494.8,91.17,67.9
1322,2022-06-18,Thermal_Diesel,509.71,,,,,,,,509.71,46.05,45.13,8.85,8.85
10558,2022-06-18,Thermal_Coal,204079.5,6963.0,5577.0,8264.0,26650.0,7574.0,42488.0,20.82,161591.5,160772.95,146303.38,90.54,71.69
4934,2022-06-18,Thermal_Gas Liquid,24869.21,9407.69,,52.8,6832.62,11828.56,18713.98,75.25,6155.23,4023.04,3942.58,64.05,15.85
7911,2022-06-18,Hydro,46842.52,1601.3,,2087.25,1323.5,4769.1,8179.85,17.46,38662.67,33088.38,32757.5,84.73,69.93
4410,2022-06-18,Nuclear,6780.0,640.0,,540.0,320.0,420.0,1280.0,18.88,5500.0,5451.72,4824.77,87.72,71.16
4876,2022-06-19,Thermal_Gas Liquid,24869.21,9562.2,,52.8,6812.62,11920.76,18786.18,75.54,6083.03,3390.28,3322.47,54.62,13.36
3981,2022-06-19,Thermal_Lignite,6620.0,250.0,0.0,785.0,635.0,0.0,1420.0,21.45,5200.0,5186.87,4720.05,90.77,71.3
7562,2022-06-19,Hydro,46842.52,1351.3,,2087.25,1267.3,5755.4,9109.95,19.45,37732.57,30899.75,30590.75,81.07,65.31
4411,2022-06-19,Nuclear,6780.0,640.0,,540.0,320.0,420.0,1280.0,18.88,5500.0,5505.09,4872.0,88.58,71.86
10492,2022-06-19,Thermal_Coal,204079.5,6963.0,5577.0,7844.0,26670.0,9934.0,44448.0,21.78,159631.5,155600.49,141596.44,88.7,69.38
1323,2022-06-19,Thermal_Diesel,509.71,,,,,,,,509.71,46.05,45.13,8.85,8.85
7556,2022-06-20,Hydro,46842.52,1101.3,,2112.25,1262.5,5755.11,9129.86,19.49,37712.66,29939.8,29640.4,78.6,63.28
4875,2022-06-20,Thermal_Gas Liquid,24869.21,9562.2,,52.8,6956.92,11776.46,18786.18,75.54,6083.03,3717.02,3642.68,59.88,14.65
4066,2022-06-20,Nuclear,6780.0,640.0,,540.0,540.0,420.0,1500.0,22.12,5280.0,5426.9,4802.81,90.96,70.84
10436,2022-06-20,Thermal_Coal,204079.5,6963.0,5577.0,8154.0,28500.0,9084.0,45738.0,22.41,158341.5,152696.44,138953.76,87.76,68.09
1324,2022-06-20,Thermal_Diesel,509.71,,,,,,,,509.71,46.05,45.13,8.85,8.85
4256,2022-06-20,Thermal_Lignite,6620.0,250.0,0.0,785.0,385.0,0.0,1170.0,17.67,5450.0,5079.76,4622.58,84.82,69.83
7574,2022-06-21,Hydro,46842.52,1101.3,,2126.25,1282.0,5652.3,9060.55,19.34,37781.97,31178.96,30867.17,81.7,65.9
3852,2022-06-21,Thermal_Lignite,6620.0,250.0,0.0,785.0,730.0,0.0,1515.0,22.89,5105.0,5073.01,4616.44,90.43,69.73
10344,2022-06-21,Thermal_Coal,204079.5,6963.0,5577.0,8154.0,30747.5,9294.0,48195.5,23.62,155884.0,154162.31,140287.7,89.99,68.74
5016,2022-06-21,Thermal_Gas Liquid,24869.21,9562.2,,52.8,6776.73,11684.26,18513.79,74.44,6355.42,3295.55,3229.64,50.82,12.99
4067,2022-06-21,Nuclear,6780.0,640.0,,540.0,540.0,420.0,1500.0,22.12,5280.0,5232.29,4630.58,87.7,68.3
1325,2022-06-21,Thermal_Diesel,509.71,,,,,,,,509.71,46.05,45.13,8.85,8.85
4068,2022-06-22,Nuclear,6780.0,640.0,,540.0,540.0,420.0,1500.0,22.12,5280.0,5453.85,4826.66,91.41,71.19
4939,2022-06-22,Thermal_Gas Liquid,24869.21,9407.69,,52.8,6928.92,11704.19,18685.91,75.14,6183.3,3199.48,3135.49,50.71,12.61
4334,2022-06-22,Thermal_Lignite,6620.0,250.0,0.0,785.0,345.0,0.0,1130.0,17.07,5490.0,5021.61,4569.66,83.24,69.03
7815,2022-06-22,Hydro,46842.52,1101.3,,2196.75,1334.7,4937.77,8469.22,18.08,38373.3,31781.25,31463.44,81.99,67.17
10398,2022-06-22,Thermal_Coal,204079.5,6963.0,5577.0,8954.0,28565.0,9294.0,46813.0,22.94,157266.5,155978.92,141940.81,90.25,69.55
1326,2022-06-22,Thermal_Diesel,509.71,,,,,,,,509.71,46.05,45.13,8.85,8.85
10528,2022-06-23,Thermal_Coal,204079.5,6963.0,5577.0,8744.0,26447.5,8424.0,43615.5,21.37,160464.0,159386.27,145041.5,90.39,71.07
4403,2022-06-23,Nuclear,6780.0,640.0,,540.0,540.0,200.0,1280.0,18.88,5500.0,5409.66,4787.55,87.05,70.61
7735,2022-06-23,Hydro,46842.52,1101.3,,2238.75,1236.5,5194.8,8670.05,18.51,38172.47,32338.38,32015.0,83.87,68.35
4830,2022-06-23,Thermal_Lignite,6620.0,250.0,0.0,535.0,135.0,0.0,670.0,10.12,5950.0,5438.76,4949.27,83.18,74.76
1327,2022-06-23,Thermal_Diesel,509.71,,,,,,,,509.71,46.05,45.13,8.85,8.85
3860,2022-06-23,Thermal_Gas Liquid,24869.21,9407.69,,52.8,6928.92,12779.3,19761.03,79.46,5108.18,3784.91,3709.21,72.61,14.91
1328,2022-06-24,Thermal_Diesel,509.71,,,,,,,,509.71,46.05,45.13,8.85,8.85
10548,2022-06-24,Thermal_Coal,204079.5,6963.0,5577.0,8994.0,25845.0,8174.0,43013.0,21.08,161066.5,157537.45,143359.08,89.01,70.25
4831,2022-06-24,Thermal_Lignite,6620.0,250.0,0.0,535.0,135.0,0.0,670.0,10.12,5950.0,5381.72,4897.37,82.31,73.98
3922,2022-06-24,Thermal_Gas Liquid,24869.21,9407.69,,52.8,6899.16,12769.34,19721.3,79.3,5147.9,3483.81,3414.13,66.32,13.73
7653,2022-06-24,Hydro,46842.52,1101.3,,2196.75,1332.5,5308.3,8837.55,18.87,38004.97,31691.94,31375.02,82.56,66.98
4404,2022-06-24,Nuclear,6780.0,640.0,,540.0,540.0,200.0,1280.0,18.88,5500.0,5498.07,4865.79,88.47,71.77
4672,2022-06-25,Nuclear,6780.0,640.0,,540.0,320.0,200.0,1060.0,15.63,5720.0,5814.28,5145.64,89.96,75.89
1329,2022-06-25,Thermal_Diesel,509.71,,,,,,,,509.71,46.05,45.13,8.85,8.85
4427,2022-06-25,Thermal_Lignite,6620.0,250.0,0.0,535.0,520.0,0.0,1055.0,15.94,5565.0,5415.93,4928.5,88.56,74.45
7484,2022-06-25,Hydro,46842.52,1101.3,,2161.75,1251.5,5841.31,9254.56,19.76,37587.96,31694.44,31377.5,83.48,66.99
10422,2022-06-25,Thermal_Coal,204079.5,6828.0,5577.0,10094.0,28012.5,8039.0,46145.5,22.61,157934.0,157542.36,143363.54,90.77,70.25
3710,2022-06-25,Thermal_Gas Liquid,24869.21,9407.69,,52.8,7036.92,12769.34,19859.06,79.85,5010.15,3763.11,3687.85,73.61,14.83
7721,2022-06-26,Hydro,46842.52,1351.3,,2333.75,1086.5,5275.1,8695.35,18.56,38147.17,31587.13,31271.25,81.98,66.76
10449,2022-06-26,Thermal_Coal,204079.5,6828.0,5577.0,10854.0,26145.0,8419.0,45418.0,22.26,158661.5,155773.94,141754.28,89.34,69.46
1330,2022-06-26,Thermal_Diesel,509.71,,,,,,,,509.71,46.05,45.13,8.85,8.85
4428,2022-06-26,Thermal_Lignite,6620.0,250.0,0.0,535.0,520.0,0.0,1055.0,15.94,5565.0,5258.45,4785.18,85.99,72.28
4777,2022-06-26,Nuclear,6780.0,640.0,,540.0,320.0,0.0,860.0,12.68,5920.0,5796.1,5129.55,86.65,75.66
4255,2022-06-26,Thermal_Gas Liquid,24869.21,9407.69,,52.8,6604.02,12769.34,19426.16,78.11,5443.04,3037.83,2977.07,54.69,11.97
4696,2022-06-27,Thermal_Gas Liquid,24869.21,9407.69,,52.8,6221.5,12769.34,19043.64,76.58,5825.56,4575.24,4483.74,76.97,18.03
4694,2022-06-27,Thermal_Lignite,6620.0,250.0,0.0,535.0,260.0,0.0,795.0,12.01,5825.0,5400.61,4914.56,84.37,74.24
7822,2022-06-27,Hydro,46842.52,1264.0,,2147.95,1251.5,5056.8,8456.25,18.05,38386.27,33093.43,32762.49,85.35,69.94
1331,2022-06-27,Thermal_Diesel,509.71,,,,,,,,509.71,46.05,45.13,8.85,8.85
4778,2022-06-27,Nuclear,6780.0,640.0,,540.0,320.0,0.0,860.0,12.68,5920.0,5816.93,5147.98,86.96,75.93
10475,2022-06-27,Thermal_Coal,204079.5,6828.0,5577.0,10854.0,25585.0,8419.0,44858.0,21.98,159221.5,157573.81,143392.17,90.06,70.26
4465,2022-06-28,Thermal_Lignite,6620.0,250.0,0.0,535.0,470.0,0.0,1005.0,15.18,5615.0,5355.77,4873.75,86.8,73.62
10567,2022-06-28,Thermal_Coal,204079.5,6828.0,5577.0,10194.0,24955.0,7189.0,42338.0,20.75,161741.5,160301.4,145874.28,90.19,71.48
5018,2022-06-28,Thermal_Gas Liquid,24869.21,9407.69,,52.8,5895.3,12525.67,18473.77,74.28,6395.44,4960.66,4861.45,76.01,19.55
1332,2022-06-28,Thermal_Diesel,509.71,,,,,,,,509.71,46.05,45.13,8.85,8.85
7849,2022-06-28,Hydro,46842.52,1614.0,,1965.95,1614.5,4761.8,8342.25,17.81,38500.27,33286.74,32953.87,85.59,70.35
4779,2022-06-28,Nuclear,6780.0,640.0,,540.0,320.0,0.0,860.0,12.68,5920.0,5848.59,5176.0,87.43,76.34
4780,2022-06-29,Nuclear,6780.0,640.0,,540.0,320.0,0.0,860.0,12.68,5920.0,5855.9,5182.47,87.54,76.44
8082,2022-06-29,Hydro,46842.52,1614.0,,1991.95,1488.5,4239.5,7719.95,16.48,39122.57,31069.14,30758.45,78.62,65.66
10622,2022-06-29,Thermal_Coal,204079.5,6828.0,5577.0,9984.0,21715.0,8279.0,39978.0,19.59,164101.5,158991.93,144682.65,88.17,70.9
4416,2022-06-29,Thermal_Lignite,6620.0,250.0,0.0,535.0,555.0,0.0,1090.0,16.47,5530.0,5265.67,4791.76,86.65,72.38
4476,2022-06-29,Thermal_Gas Liquid,24869.21,9562.2,,52.8,6394.02,12760.19,19207.02,77.23,5662.19,3780.85,3705.23,65.44,14.9
1333,2022-06-29,Thermal_Diesel,509.71,,,,,,,,509.71,46.05,45.13,8.85,8.85
1334,2022-06-30,Thermal_Diesel,509.71,,,,,,,,509.71,46.05,45.13,8.85,8.85
7808,2022-06-30,Hydro,46842.52,1614.0,,1881.95,1255.5,5349.3,8486.75,18.12,38355.77,30569.53,30263.83,78.9,64.61
4781,2022-06-30,Nuclear,6780.0,640.0,,540.0,320.0,0.0,860.0,12.68,5920.0,5895.78,5217.77,88.14,76.96
4109,2022-06-30,Thermal_Gas Liquid,24869.21,9253.18,,52.8,6640.29,12843.79,19536.89,78.56,5332.32,3636.96,3564.22,66.84,14.33
